code,country,rank,last,first,sex,p1,p2,p3,p4,p5,total,award
ARG,Argentina,1,Sosa,Emiliano,M,7,0,7,0,0,14,Bronze
ARG,Argentina,2,Grebnicoff,Iair,M,7,0,6,0,0,13,Bronze
ARG,Argentina,3,Fiszelew,Bruno,M,7,0,2,0,0,9,Hon. Men.
ARG,Argentina,4,Orguieira Colucci,Malena Agustina,F,7,0,2,0,0,9,Hon. Men.
ARG,Argentina,5,Kechichian,Facundo Aram,M,7,0,2,0,0,9,Hon. Men.
ARG,Argentina,6,Galli,Manuel,M,7,0,0,0,0,7,Hon. Men.
ARG,Argentina,7,Leidhold,Agustín,M,7,0,0,0,0,7,Hon. Men.
ARG,Argentina,8,Corin,Federica,F,7,0,0,0,0,7,Hon. Men.
ARG,Argentina,9,Mauri,Facundo,M,7,0,0,0,0,7,Hon. Men.
ARG,Argentina,10,Zhang,Jazmín,F,7,0,0,0,0,7,Hon. Men.
AUS,Australia,1,Zhu,Joseph,M,4,7,7,0,7,25,Gold
AUS,Australia,2,Liu,Kevin (Hangzhi),M,7,0,7,7,3,24,Silver
AUS,Australia,3,Wang,Matthew,M,7,7,7,0,0,21,Silver
AUS,Australia,4,Wong,Tao,M,7,7,7,0,0,21,Bronze
AUS,Australia,5,Pan,Jayden,M,7,7,6,1,0,21,Bronze
AUS,Australia,6,Tang,Kevin,M,7,0,5,7,0,19,Bronze
AUS,Australia,7,Sun,Yihan (Olivia),F,7,0,7,0,0,14,Bronze
AUS,Australia,8,Celinski,Liam,M,6,0,7,0,0,13,Hon. Men.
AUS,Australia,9,Qian,Mason,M,7,0,0,0,0,7,Hon. Men.
AUS,Australia,10,Li,Amber,F,6,0,0,1,0,7,
AZE,Azerbaijan,1,Iskandar,Farhad,M,7,0,7,1,0,15,Bronze
AZE,Azerbaijan,2,Ibishova,Zahra,F,7,0,4,0,0,11,Bronze
AZE,Azerbaijan,3,Hasan,Alikamal,M,7,0,1,0,0,8,Hon. Men.
AZE,Azerbaijan,4,Zeynalov,Huseyn,M,7,1,0,0,0,8,Hon. Men.
