code,country,rank,last,first,sex,p1,p2,p3,p4,p5,total,award
AUS,Australia,1,Deane,Gordon,,7,7,0,7,7,28,Gold
AUS,Australia,2,Tao,Nigel,,6,7,0,7,7,27,Silver
AUS,Australia,3,Tao,Trevor,,4,7,0,7,6,24,Silver
AUS,Australia,4,Xu,Zhi Ren,,6,7,1,7,0,21,Bronze
AUS,Australia,5,He,Jian,,6,7,0,2,4,19,Bronze
AUS,Australia,6,Huppert,Julian,,2,7,0,0,7,16,Bronze
AUS,Australia,7,Lin,Ben,,5,4,0,7,0,16,Bronze
AUS,Australia,8,Sheppard,Martin,,4,5,1,0,6,16,
AUS,Australia,9,Sceri,Brian,,1,7,0,0,7,15,Hon. Men.
AUS,Australia,10,Hillman,Timothy,,0,7,0,0,7,14,Hon. Men.
