code,country,rank,last,first,sex,p1,p2,p3,p4,p5,total,award
AUS,Australia,1,Hawkins,William,,7,7,6,0,6,26,Gold
AUS,Australia,2,Lefevre,James,,2,7,0,0,7,16,Silver
AUS,Australia,3,Venkatesh,Ashkay,,7,7,1,0,1,16,Silver
AUS,Australia,4,Wirth,Anthony,,6,7,0,0,3,16,Bronze
AUS,Australia,5,Hou,Ren,,2,6,0,0,7,15,Bronze
AUS,Australia,6,Rogers,Andrew,,2,6,1,0,6,15,Bronze
AUS,Australia,7,Tao,Nigel,,1,7,5,0,0,13,Bronze
AUS,Australia,8,Rao,Chaitanya,,4,5,0,0,0,9,
AUS,Australia,9,Lin,Ben,,0,5,3,0,0,8,
AUS,Australia,10,Tao,Trevor,,1,0,1,0,6,8,
